"geometry"
"POINT(16.490935510114376 59.36835666193741)"
"POINT(16.477431234667954 59.40342314057686)"
"POINT(16.49556978223102 59.404016595391994)"
"POINT(16.483202366099245 59.40559016057025)"
"POINT(16.475927996594546 59.40216350430464)"
"POINT(16.498119103787534 59.406377362536986)"
"POINT(16.491983650157827 59.40308103675835)"
"POINT(16.48050674937055 59.40439219397566)"
"POINT(16.478855015271556 59.40378190988473)"
"POINT(16.493760559645878 59.40250479762463)"
"POINT(16.490715090146864 59.40591466414642)"
"POINT(16.477142354262373 59.4030055621535)"
"POINT(16.476704743857198 59.40287684802339)"
"POINT(16.488265122437127 59.40639912774857)"
"POINT(16.477081453330648 59.40316135764384)"
"POINT(16.486734863556503 59.40493817899519)"
"POINT(16.48397302847776 59.404911254196584)"
"POINT(16.488055013761457 59.40355147075645)"
"POINT(16.47806084238675 59.40278286204789)"
"POINT(16.491737360671294 59.40269874925485)"
"POINT(16.48889897024698 59.405732126113584)"
"POINT(16.48232266147256 59.40313649107921)"
"POINT(16.496929310940626 59.405217274170404)"
"POINT(16.496567505604204 59.40595401839366)"
"POINT(16.48542550728875 59.40221673000578)"
"POINT(16.500663649942215 59.40578229547181)"
"POINT(16.494074134175033 59.40257936487929)"
"POINT(16.49521908399626 59.4049964171668)"
"POINT(16.4878419159252 59.402032284399795)"
"POINT(16.483190451266136 59.40220925758575)"
"POINT(16.480761660096356 59.40209076947635)"
"POINT(16.48225325628397 59.402690609615874)"
"POINT(16.47852928717072 59.40437637266583)"
"POINT(16.49367798474351 59.40557352178837)"
"POINT(16.485568320638652 59.40561263214697)"
"POINT(16.496772900546805 59.4051520847961)"
"POINT(16.492511129107037 59.40563012952862)"
"POINT(16.493547049212285 59.405917239966364)"
"POINT(16.490736819812746 59.40521263094536)"
"POINT(16.474988317014763 59.40235548960452)"
"POINT(16.48066487816702 59.40292650688524)"
"POINT(16.4923263215598 59.40640939197894)"
"POINT(16.481927023427637 59.40492382020034)"
"POINT(16.48506675581155 59.40599473892187)"
"POINT(16.494154950363694 59.40541278831285)"
"POINT(16.492258043357573 59.404689483804404)"
"POINT(16.49252308025139 59.40563067701167)"
"POINT(16.495356130003003 59.40638790779531)"
"POINT(16.483223864946282 59.40219196342511)"
"POINT(16.491342760621617 59.40179140868812)"
"POINT(16.496381897186478 59.405708190694234)"
"POINT(16.491154477066946 59.4052597128835)"
"POINT(16.499314166875713 59.40504445511259)"
"POINT(16.48608516248783 59.40460710464695)"
"POINT(16.483543851604605 59.4062107417457)"
"POINT(16.48860664627006 59.40542952132203)"
"POINT(16.480410442203755 59.40532770693809)"
"POINT(16.484236011415675 59.403261373501145)"
"POINT(16.482889828730062 59.40569692455257)"
"POINT(16.494148439958625 59.403301063885365)"
"POINT(16.47994904487722 59.40390709456482)"
"POINT(16.49486330349739 59.401754974873825)"
"POINT(16.49734749499291 59.405612600735004)"
"POINT(16.486502472021375 59.401966401108446)"
"POINT(16.496189960444124 59.40621054474278)"
"POINT(16.49202937277958 59.40178248716075)"
"POINT(16.487273974110277 59.40295479215459)"
"POINT(16.480222806273808 59.40528679597612)"
"POINT(16.49367632568524 59.40643458189768)"
"POINT(16.492092365177495 59.40368296235822)"
"POINT(16.477915566953058 59.40267418270713)"
"POINT(16.495481557101083 59.4048781551836)"
"POINT(16.481961381184547 59.402232554334034)"
"POINT(16.475885740993842 59.402323968289345)"
"POINT(16.485123702719793 59.40608861881213)"
"POINT(16.485559416429982 59.403791357441165)"
"POINT(16.496580577877282 59.406153605094474)"
"POINT(16.48582354058706 59.40623429763394)"
"POINT(16.481401797828674 59.40283118883991)"
"POINT(16.493465781231937 59.40302453415707)"
"POINT(16.495218191025323 59.4051314992986)"
"POINT(16.48311734676251 59.40379663914484)"
"POINT(16.484762501421706 59.404184276589355)"
"POINT(16.48452072023614 59.403309267032945)"
"POINT(16.48077719436482 59.40578039048975)"
"POINT(16.489599190257586 59.40250194630039)"
"POINT(16.48902705343846 59.40450675420184)"
"POINT(16.488314901255563 59.40572097438002)"
"POINT(16.478923747526952 59.40468438468353)"
"POINT(16.487731500041132 59.40483226422617)"
"POINT(16.482540629691417 59.40291087370138)"
"POINT(16.495860886863987 59.40457045171235)"
"POINT(16.493456187400778 59.40342996582697)"
"POINT(16.481399295870435 59.40428150501232)"
"POINT(16.48325482809715 59.40618402904779)"
"POINT(16.49744620280557 59.4054836013106)"
"POINT(16.489315248919066 59.404150269367)"
"POINT(16.480699533778278 59.40312448733711)"
"POINT(16.477528514847876 59.40390298630562)"
"POINT(16.493202667621734 59.40613670567719)"
"POINT(16.493218243349514 59.402406057259135)"
"POINT(16.497804787091606 59.405258462621084)"
"POINT(16.491905228241738 59.40193251479976)"
"POINT(16.496585792846393 59.403465896477705)"
"POINT(16.492943811740215 59.4018883663292)"
"POINT(16.486503816017773 59.40442645924368)"
"POINT(16.484085877032577 59.40267860486653)"
"POINT(16.476053316007658 59.4025999655066)"
"POINT(16.483924997708833 59.403032569355666)"
"POINT(16.48349611177293 59.40477919853158)"
"POINT(16.48663843192962 59.404231840728215)"
"POINT(16.492589255523463 59.40592707274015)"
"POINT(16.47927169505853 59.40289379332542)"
"POINT(16.4978093970607 59.40602092483347)"
"POINT(16.495377870305933 59.40313465243798)"
"POINT(16.492978505556703 59.40231052998596)"
"POINT(16.489116752149187 59.404594394676145)"
"POINT(16.49106593175712 59.403716053117066)"
"POINT(16.490977737421233 59.40500409358561)"
"POINT(16.487704451927254 59.401792741001955)"
"POINT(16.488896482036807 59.40434969407637)"
"POINT(16.479351130521614 59.40286499520292)"
"POINT(16.489339094935517 59.40226819174601)"
"POINT(16.492646226291413 59.402305919137774)"
"POINT(16.488620303372695 59.405809437189)"
"POINT(16.496600380178982 59.405340242392114)"
"POINT(16.48307209804159 59.40320329426548)"
"POINT(16.48347665965561 59.40655250977476)"
"POINT(16.475633453828504 59.40232172759179)"
"POINT(16.4920316931748 59.405151556209574)"
"POINT(16.490390591450304 59.40555549424581)"
"POINT(16.483931084291473 59.40186929180365)"
"POINT(16.490430248897432 59.40338366866745)"
"POINT(16.49914902501058 59.4061955704787)"
"POINT(16.486905208707824 59.4048983766855)"
"POINT(16.47875131980893 59.40296627302768)"
"POINT(16.48244229357674 59.404256618195085)"
"POINT(16.484945558747956 59.40528335297658)"
"POINT(16.48812136639975 59.40336261425069)"
"POINT(16.482804631936975 59.40669494685332)"
"POINT(16.493861217987646 59.403619439832575)"
"POINT(16.484738514939064 59.40628647012225)"
"POINT(16.48948683374661 59.40358559881838)"
"POINT(16.48137490245842 59.40436476378601)"
"POINT(16.48314157785261 59.40434772073287)"
"POINT(16.48537598298154 59.404860944513075)"
"POINT(16.47858529665465 59.40413906784484)"
"POINT(16.480661631627598 59.402643983307186)"
"POINT(16.500392832457756 59.40578772237944)"
"POINT(16.489530051753015 59.40298940344583)"
"POINT(16.484123090469108 59.402349494319935)"
"POINT(16.492383328738875 59.40517125688409)"
"POINT(16.49559173421485 59.4048780485768)"
"POINT(16.48717293879525 59.401990335897935)"
"POINT(16.481994700376674 59.40363842094345)"
"POINT(16.48693302939884 59.404002693745)"
"POINT(16.489844391541514 59.40604636807207)"
"POINT(16.487071017700337 59.4048105732175)"
"POINT(16.49180268606753 59.40607972405654)"
"POINT(16.48124433593281 59.40575411015193)"
"POINT(16.489299563272187 59.406207700064364)"
"POINT(16.48816041726094 59.402541370952065)"
"POINT(16.479231951991636 59.40454259952473)"
"POINT(16.494196046408327 59.405735394279674)"
"POINT(16.500108384689632 59.405265756080716)"
"POINT(16.490603297028354 59.40358635463032)"
"POINT(16.482320531271682 59.40453463330067)"
"POINT(16.493491220413944 59.404274863616266)"
"POINT(16.488705712832424 59.406522596521405)"
"POINT(16.486477743726084 59.4066905578486)"
"POINT(16.482988036220423 59.40471642529787)"
"POINT(16.47904787880663 59.403555672041186)"
"POINT(16.485059416374146 59.403635821786075)"
"POINT(16.479361657082297 59.40440833781179)"
"POINT(16.476987666001186 59.40249720224048)"
"POINT(16.481929328796355 59.4022324197675)"
"POINT(16.48040691418688 59.40550087765538)"
"POINT(16.484023492542725 59.40194041168486)"
"POINT(16.49284952408978 59.40506460985976)"
"POINT(16.48670815832345 59.40302010025133)"
"POINT(16.49454156136716 59.40634313854857)"
"POINT(16.483550252075663 59.40362612858964)"
"POINT(16.482892342902268 59.40677269352579)"
"POINT(16.492680956146597 59.406341929669445)"
"POINT(16.48468077678792 59.40587225097433)"
"POINT(16.49325977224956 59.40274725263076)"
"POINT(16.485422379543273 59.4061305284188)"
"POINT(16.48255697102567 59.4020619626138)"
"POINT(16.49696643148527 59.40399253417494)"
"POINT(16.48583099455487 59.40244028172029)"
"POINT(16.47742774389879 59.40207900116589)"
"POINT(16.486130366887423 59.40447947116106)"
"POINT(16.486792646982824 59.40249878536945)"
"POINT(16.490312528965852 59.402177068353254)"
"POINT(16.487436275997933 59.40376612143007)"
"POINT(16.49554993903274 59.40453690655682)"
"POINT(16.491275332847614 59.40341373571137)"
"POINT(16.480254483130178 59.40461761662838)"
"POINT(16.477626979571195 59.40372374329933)"
"POINT(16.48806761679288 59.402163029764)"
"POINT(16.483920220507407 59.40486350836171)"
"POINT(16.484596914989382 59.40375228143706)"
"POINT(16.484830055410747 59.40488734149922)"
"POINT(16.47822031426159 59.402663925269074)"
"POINT(16.489391455576158 59.40661799734682)"
"POINT(16.500047655490757 59.40563439862217)"
"POINT(16.48860173913649 59.40611271650453)"
"POINT(16.494174782864576 59.40439713807835)"
"POINT(16.488369607021067 59.40410252213602)"
"POINT(16.478540595076055 59.40445627414237)"
"POINT(16.496804219619957 59.405430022862376)"
"POINT(16.487888769290656 59.40630056569611)"
"POINT(16.47890771154375 59.40348740745953)"
"POINT(16.49645853631628 59.40372604292491)"
"POINT(16.483482560968106 59.40286719182326)"
"POINT(16.479036076218126 59.402427240701954)"
"POINT(16.49304177384319 59.40358692521326)"
"POINT(16.492986184837058 59.406228953338406)"
"POINT(16.49152996093921 59.4020739868999)"
"POINT(16.48917375041994 59.40227005152029)"
"POINT(16.496134818350914 59.40444889451061)"
"POINT(16.49163477732525 59.40591655096241)"
"POINT(16.47998652946988 59.40378194045215)"
"POINT(16.493712043661386 59.40585178111021)"
"POINT(16.478544097508312 59.40247651304385)"
"POINT(16.486943975006657 59.404330888880295)"
"POINT(16.47915478846879 59.40320836997107)"
"POINT(16.491040025885574 59.403646778960855)"
"POINT(16.499218137117413 59.40585171894479)"
"POINT(16.483990203622927 59.40333308931765)"
"POINT(16.48115676207743 59.40345584636233)"
"POINT(16.487610706278904 59.40338417949425)"
"POINT(16.490737679988914 59.40259784804226)"
"POINT(16.49420388779546 59.40232017232141)"
"POINT(16.49291589418484 59.40470192306766)"
"POINT(16.4911210277518 59.40248669985005)"
"POINT(16.488366362781946 59.4035054694696)"
"POINT(16.49073015194007 59.4059682008489)"
"POINT(16.482994917727947 59.40381817543431)"
"POINT(16.481662892563516 59.4023275456867)"
"POINT(16.499132877328062 59.4053233203076)"
"POINT(16.492673623543187 59.404064638466224)"
"POINT(16.49248303410766 59.403930350515076)"
"POINT(16.489830214651313 59.403944336429596)"
"POINT(16.494505330307604 59.40618201091202)"
"POINT(16.495490109923086 59.40609806214668)"
"POINT(16.490496084930516 59.40226193851366)"
"POINT(16.493039502531794 59.40551302398491)"
"POINT(16.479407666002416 59.40431379183195)"
"POINT(16.485169322858418 59.40284479039948)"
"POINT(16.49344833907811 59.40229322330179)"
"POINT(16.483315632828752 59.40263698645762)"
"POINT(16.49242145602269 59.40211057450006)"
"POINT(16.494925980154 59.404440106234134)"
"POINT(16.486243326702127 59.403015530629254)"
"POINT(16.4818144815841 59.40520573263737)"
"POINT(16.481012940006796 59.40414584472413)"
"POINT(16.484011079433046 59.405645870508955)"
"POINT(16.49371526293445 59.40642361508567)"
"POINT(16.49599584387766 59.40538052106041)"
"POINT(16.494981885422444 59.40545352326321)"
"POINT(16.488647075809116 59.40270671768463)"
"POINT(16.481934439158533 59.40545533865492)"
"POINT(16.49055100920618 59.405331323793234)"
"POINT(16.486251632408965 59.40247868364837)"
"POINT(16.489274686314026 59.40474197694729)"
"POINT(16.483705797083278 59.4047178358819)"
"POINT(16.48270287940069 59.40582825574536)"
"POINT(16.496065153175753 59.405726869255105)"
"POINT(16.495457009934615 59.4051149999364)"
"POINT(16.49384884685538 59.40347574570572)"
"POINT(16.48630873751073 59.403408284562296)"
"POINT(16.478948227547978 59.4030683511172)"
"POINT(16.47508535738608 59.40205863829104)"
"POINT(16.494502543869647 59.403734691917066)"
"POINT(16.500019492770544 59.405869017061505)"
"POINT(16.482376221319335 59.40510006819189)"
"POINT(16.496756664427974 59.4054886342008)"
"POINT(16.494049402746676 59.406462482343514)"
"POINT(16.48191379578136 59.40479886024836)"
"POINT(16.494739925168382 59.4028861774124)"
"POINT(16.48813190039204 59.4050123134735)"
"POINT(16.48596985584599 59.4035253186736)"
"POINT(16.48669080905205 59.40605086970354)"
"POINT(16.489088259321694 59.404326706946485)"
"POINT(16.48839379530093 59.40464598316609)"
"POINT(16.48741699338001 59.4055741897533)"
"POINT(16.47856538524392 59.40343617588115)"
"POINT(16.48944083945181 59.40538253199968)"
"POINT(16.494258860053428 59.40644888393453)"
"POINT(16.493491676349606 59.40320866103027)"
"POINT(16.496345344797835 59.40285824808671)"
"POINT(16.476992703523514 59.40347810099539)"
"POINT(16.490207121328435 59.40387276387426)"
"POINT(16.44899953183212 59.391007141873224)"
"POINT(16.438869134754356 59.39501660573861)"
"POINT(16.448285859343883 59.39415088610773)"
"POINT(16.449108348955086 59.393136823607115)"
"POINT(16.447194046209518 59.38916719215853)"
"POINT(16.450316582107906 59.38746329975215)"
"POINT(16.44726543458665 59.39179808718676)"
"POINT(16.44487888420837 59.39477576935799)"
"POINT(16.439472310388712 59.39284100341589)"
"POINT(16.445580224547932 59.39294167944171)"
"POINT(16.440193200497003 59.39184123706069)"
"POINT(16.446962629252 59.39454774363353)"
"POINT(16.44338071953056 59.39473491614913)"
"POINT(16.446826343829038 59.38971759944841)"
"POINT(16.44280821921308 59.38967120199896)"
"POINT(16.449911938536577 59.38797535913412)"
"POINT(16.44927810708665 59.39334012870796)"
"POINT(16.44675665516643 59.390248034639896)"
"POINT(16.448250097144562 59.391973885122766)"
"POINT(16.445001079374713 59.391294398958685)"
"POINT(16.43666505896968 59.39237909313881)"
"POINT(16.44439575918557 59.390532390075464)"
"POINT(16.43721627483127 59.39364151571802)"
"POINT(16.439068469441825 59.39160895045808)"
"POINT(16.441151536592937 59.3961509286315)"
"POINT(16.446723971394587 59.38863224176234)"
"POINT(16.44731552871696 59.39077739328321)"
"POINT(16.43691525706802 59.393793650228616)"
"POINT(16.447870010392794 59.39497771123193)"
"POINT(16.444671474834898 59.39372259522164)"
"POINT(16.444432596330522 59.39360303699446)"
"POINT(16.449068837362546 59.38771619783101)"
"POINT(16.44766146189268 59.39438133682111)"
"POINT(16.444316456000863 59.393004274099)"
"POINT(16.451984443215345 59.39021742605343)"
"POINT(16.4446518511427 59.394216421560614)"
"POINT(16.44970485523522 59.394332752858986)"
"POINT(16.44779351005107 59.39534871008072)"
"POINT(16.449731130648164 59.38874381613658)"
"POINT(16.437610046511768 59.39457045479578)"
"POINT(16.447910269944472 59.39288197838791)"
"POINT(16.437330094647017 59.395281923066406)"
"POINT(16.446628574491424 59.391269613819865)"
"POINT(16.448090492756698 59.39145878070701)"
"POINT(16.44706708774234 59.39548463985721)"
"POINT(16.45027797702068 59.39135870332279)"
"POINT(16.438951413276023 59.39496356251151)"
"POINT(16.44447524748847 59.3914874494085)"
"POINT(16.43671371389852 59.39246657586791)"
"POINT(16.449634753179783 59.39304926697717)"
"POINT(16.44712999843359 59.393036586358974)"
"POINT(16.450889223204786 59.39256597050183)"
"POINT(16.440993109095512 59.39544523891966)"
"POINT(16.441222325208233 59.39542945450953)"
"POINT(16.4472651917054 59.393390596903515)"
"POINT(16.439425332869053 59.39139219044177)"
"POINT(16.441598416007455 59.393313895380984)"
"POINT(16.438252836427665 59.39120853618434)"
"POINT(16.43620951395802 59.393495200318704)"
"POINT(16.451791069650987 59.3916366122594)"
"POINT(16.444670993021443 59.392363316594675)"
"POINT(16.445042229240915 59.38993212248951)"
"POINT(16.44491590501664 59.39091768225536)"
"POINT(16.448723101196602 59.38966723967239)"
"POINT(16.449488789413987 59.39244926048169)"
"POINT(16.4509714730187 59.39103392010842)"
"POINT(16.45242741693368 59.390135090683124)"
"POINT(16.44824055208264 59.39263213906467)"
"POINT(16.435468193948694 59.39389589527891)"
"POINT(16.448739778163326 59.39359652358968)"
"POINT(16.439995001410814 59.3962320524009)"
"POINT(16.43655568836465 59.393829027162504)"
"POINT(16.447117945796663 59.389941023486394)"
"POINT(16.44811395833025 59.39133270154869)"
"POINT(16.437608614062654 59.39565721091501)"
"POINT(16.44507846374023 59.39189542209386)"
"POINT(16.445391263782774 59.39503433826792)"
"POINT(16.44191914254047 59.39160384544891)"
"POINT(16.43861829847667 59.391319713950196)"
"POINT(16.44015486020398 59.392546095076135)"
"POINT(16.44045328271263 59.3908374325341)"
"POINT(16.448136286800082 59.38878840435212)"
"POINT(16.44922570031036 59.39482562927812)"
"POINT(16.449556070832053 59.39232724939051)"
"POINT(16.44843472971152 59.39313871985564)"
"POINT(16.439205305689324 59.394319931668626)"
"POINT(16.449480243244494 59.39199476912228)"
"POINT(16.43604329896155 59.393182026463045)"
"POINT(16.45086340509533 59.391289156988904)"
"POINT(16.445800669762228 59.38879436109237)"
"POINT(16.441608142056882 59.39292913530192)"
"POINT(16.44436024794965 59.39481443470963)"
"POINT(16.439352503965956 59.39296586356291)"
"POINT(16.450566339568635 59.38851775361894)"
"POINT(16.44801050826743 59.388337230204286)"
"POINT(16.449266531831945 59.38932016298071)"
"POINT(16.449645246436468 59.3889753534491)"
"POINT(16.4450382137417 59.39347888149465)"
"POINT(16.44894094445501 59.390416126124954)"
"POINT(16.44468777884948 59.38943597419696)"
"POINT(16.436355387129503 59.3946825622135)"
"POINT(16.448001841857163 59.38913897885598)"
"POINT(16.44851243849293 59.39211094699745)"
"POINT(16.4465420524742 59.39227046447565)"
"POINT(16.44793253092682 59.38963786086899)"
"POINT(16.44259759722481 59.39290729558122)"
"POINT(16.43899066794293 59.3928138595538)"
"POINT(16.44877702676626 59.39508783819755)"
"POINT(16.446660258078207 59.39139033254737)"
"POINT(16.439077157298453 59.396179793725125)"
"POINT(16.443417494659826 59.392761103851626)"
"POINT(16.44835703930458 59.39437520414248)"
"POINT(16.43698759888625 59.3919977429384)"
"POINT(16.448412493918628 59.38790502140779)"
"POINT(16.444763349974277 59.3913930375143)"
"POINT(16.449956485304607 59.3874498234798)"
"POINT(16.438515668099672 59.39456202761731)"
"POINT(16.449368929969914 59.392109358554315)"
"POINT(16.44604612685163 59.38966408876249)"
"POINT(16.44908652331974 59.39367353558572)"
"POINT(16.450933727591373 59.389978787329134)"
"POINT(16.4464635040984 59.389675143226654)"
"POINT(16.451680799531683 59.39098614164416)"
"POINT(16.446064241531634 59.3925563562766)"
"POINT(16.44899315318101 59.392376923091696)"
"POINT(16.442113378499066 59.3960530315963)"
"POINT(16.44658668350452 59.393602972711214)"
"POINT(16.437680390822287 59.394273531814164)"
"POINT(16.44071280720317 59.394784236789576)"
"POINT(16.4454262202158 59.39002724064179)"
"POINT(16.44016088884728 59.39298720051954)"
"POINT(16.44205450928698 59.39263933767744)"
"POINT(16.444427779000144 59.390774713937176)"
"POINT(16.438249207765733 59.39277906025397)"
"POINT(16.448258857447108 59.38969397342353)"
"POINT(16.450156387091045 59.38829485458962)"
"POINT(16.43741607955415 59.39333151004771)"
"POINT(16.441242281769664 59.394767618566384)"
"POINT(16.436391649748913 59.39295604290057)"
"POINT(16.44779548987671 59.39008389499077)"
"POINT(16.4451165171903 59.39365327116866)"
"POINT(16.450850763581947 59.390570008501655)"
"POINT(16.445772328665534 59.39386988200525)"
"POINT(16.44376339507183 59.392683965977156)"
"POINT(16.445719436233016 59.392282971767244)"
"POINT(16.448018175790985 59.394350863115854)"
"POINT(16.440060938186054 59.39553200980991)"
"POINT(16.446798423086616 59.389391065299975)"
"POINT(16.448171450803418 59.391322893386054)"
"POINT(16.443441971154023 59.39242826726212)"
"POINT(16.44961447080296 59.390236004061016)"
"POINT(16.438295523403447 59.39503670068246)"
"POINT(16.44433451747612 59.39075930014368)"
"POINT(16.44773052533051 59.39202903482587)"
"POINT(16.43804781035182 59.394225396217955)"
"POINT(16.44351436432778 59.392976335809756)"
"POINT(16.43981492061875 59.3934920730737)"
"POINT(16.44887609395785 59.38935340408239)"
"POINT(16.447967600748786 59.39143494098441)"
"POINT(16.446970807516198 59.39336043197972)"
"POINT(16.45068555849545 59.3920498346149)"
"POINT(16.436736973870683 59.3941499919017)"
"POINT(16.438608299603395 59.391845026686305)"
"POINT(16.44770133350556 59.39383984148519)"
"POINT(16.45147230117096 59.38863236230206)"
"POINT(16.452278095056435 59.39062520700989)"
"POINT(16.438980796779905 59.39326563894771)"
"POINT(16.44559312399064 59.39201533220787)"
"POINT(16.44645264149802 59.39389748984987)"
"POINT(16.44918043703384 59.393027293106776)"
"POINT(16.446420988934857 59.39549416826846)"
"POINT(16.44869137779559 59.3937137389424)"
"POINT(16.45032088059038 59.38804312909375)"
"POINT(16.445986091904604 59.39045592920539)"
"POINT(16.452032649018594 59.39063456035162)"
"POINT(16.4482538727846 59.39271023973028)"
"POINT(16.446916440765218 59.39542657229364)"
"POINT(16.450246299711996 59.38910673580376)"
"POINT(16.4466433441388 59.393885797208405)"
"POINT(16.437957709129 59.39382669113008)"
"POINT(16.45166957170915 59.39018244533577)"
"POINT(16.443101132772316 59.39223730034432)"
"POINT(16.445488566662625 59.38985032733542)"
"POINT(16.442175990522006 59.391087083886354)"
"POINT(16.448881719121236 59.38945148255049)"
"POINT(16.444233850234244 59.39053550665011)"
"POINT(16.438742670316373 59.39094454812253)"
"POINT(16.447361487471458 59.3948460894538)"
"POINT(16.443891385260475 59.3958798729483)"
"POINT(16.442989027345803 59.39523106319322)"
"POINT(16.445126512064164 59.38947629137899)"
"POINT(16.444546417040506 59.39492251116326)"
"POINT(16.440137277571722 59.393901744626476)"
"POINT(16.446882307237928 59.391519548937225)"
"POINT(16.442934587164043 59.390252994625655)"
"POINT(16.44601656795005 59.390233059519126)"
"POINT(16.438449537386347 59.39632934207792)"
"POINT(16.44454713299638 59.39393472062832)"
"POINT(16.444171007600442 59.39058603619821)"
"POINT(16.438616902671775 59.393371795237805)"
"POINT(16.45018017160882 59.3933919309535)"
"POINT(16.43817128682016 59.39641441589155)"
"POINT(16.439034769809254 59.391687945368325)"
"POINT(16.438154061189657 59.391976429190635)"
"POINT(16.44303881579886 59.39220966521768)"
"POINT(16.44044598001169 59.39610941259304)"
"POINT(16.44316028768847 59.39445257234665)"
"POINT(16.440274569944748 59.39048944695518)"
"POINT(16.447668679720216 59.39051163956662)"
"POINT(16.437740413458034 59.39145873338467)"
"POINT(16.447378519312032 59.394945725370356)"
"POINT(16.451500308670852 59.391451179306536)"
"POINT(16.444478190632346 59.39317810525062)"
"POINT(16.43901791793458 59.39363635751876)"
"POINT(16.437847293440562 59.395522794931765)"
"POINT(16.444482539569563 59.38934394177328)"
"POINT(16.446070543561 59.390902488812884)"
"POINT(16.43805727915752 59.39115049874817)"
"POINT(16.449814566445408 59.39253210570966)"
"POINT(16.448221683542112 59.39112192285002)"
"POINT(16.451486093233942 59.38945249617643)"
"POINT(16.444256689641364 59.392532333942874)"
"POINT(16.442011005610517 59.39229919899811)"
"POINT(16.446495834207344 59.391484189101995)"
"POINT(16.436455302184346 59.39500870769483)"
"POINT(16.446282061797728 59.395617730655616)"
"POINT(16.44603242618871 59.39146076078527)"
"POINT(16.443773084320274 59.39282816947349)"
"POINT(16.438815220771566 59.395368606858256)"
"POINT(16.44185560884037 59.395242345270454)"
"POINT(16.44242243592762 59.38972422118081)"
"POINT(16.439495342862177 59.39358641897701)"
"POINT(16.44701817257039 59.392008889667984)"
"POINT(16.447691707971178 59.391410920408)"
"POINT(16.4475127756124 59.390146468615846)"
"POINT(16.44722312242832 59.390563357519305)"
"POINT(16.445378586536396 59.39192560349105)"
"POINT(16.446889362501846 59.39156492001554)"
"POINT(16.44973278903907 59.38919436459095)"
"POINT(16.44808951336897 59.39201511520954)"
"POINT(16.442155116583 59.391740276646715)"
"POINT(16.447161347470132 59.38840312900745)"
"POINT(16.44223135089385 59.39318673420556)"
"POINT(16.45072345432317 59.39207499648944)"
"POINT(16.445236035399848 59.3937584155668)"
"POINT(16.442183198404308 59.39315629202002)"
"POINT(16.449297574073075 59.39082552906109)"
"POINT(16.439456810806938 59.39451538451636)"
"POINT(16.449427295665156 59.39077401531737)"
"POINT(16.445040295143023 59.39177089807434)"
"POINT(16.450945947272174 59.390386492978465)"
"POINT(16.44636412495814 59.394720263975934)"
"POINT(16.443715988433105 59.39360934288624)"
"POINT(16.450469140340516 59.39274629933271)"
"POINT(16.445156269313824 59.38905201686061)"
"POINT(16.44351661530184 59.38995026278187)"
"POINT(16.449254582343517 59.39095166210421)"
"POINT(16.4433243896073 59.39260931133162)"
"POINT(16.452152411649763 59.39035010147958)"
"POINT(16.451541411145072 59.390439645241464)"
"POINT(16.451721777224545 59.39043887770232)"
"POINT(16.438366546323447 59.39123504015132)"
"POINT(16.449083320174267 59.39428304646674)"
"POINT(16.44760954752371 59.38898778489532)"
"POINT(16.44815605063844 59.39117002193268)"
"POINT(16.44333789859842 59.394087400583636)"
"POINT(16.44862626131893 59.39083337546068)"
"POINT(16.44801993174628 59.38865248861937)"
"POINT(16.439738709656325 59.39457010136032)"
"POINT(16.44715518254967 59.390229326909825)"
"POINT(16.44532929381114 59.39045255900609)"
"POINT(16.447984204225648 59.38850497420652)"
"POINT(16.4362533057051 59.39315361186693)"
"POINT(16.451733399862785 59.39014154687385)"
"POINT(16.446187268508577 59.39208892871776)"
"POINT(16.43579931205088 59.39467914567513)"
"POINT(16.439648464799838 59.39352490188272)"
"POINT(16.447427199803162 59.39240653415107)"
"POINT(16.438661180793993 59.391813861094654)"
"POINT(16.4471030685051 59.39373279097352)"
"POINT(16.439239936368562 59.39569334903484)"
"POINT(16.449001463431504 59.38966667410114)"
"POINT(16.438730681134206 59.39313280217364)"
"POINT(16.45114111782611 59.39139395362235)"
"POINT(16.43842347446794 59.39135642507573)"
"POINT(16.44755851706289 59.389667386427455)"
"POINT(16.446244426008782 59.389103651818445)"
"POINT(16.436418590510485 59.39443311153828)"
"POINT(16.449779728327766 59.393686409631094)"
"POINT(16.438267794124634 59.39164068545458)"
"POINT(16.44739956355649 59.3947185084061)"
"POINT(16.45198801130083 59.387304505254036)"
"POINT(16.451055795918663 59.38873397688857)"
"POINT(16.44708037682225 59.38854864812769)"
"POINT(16.450975063451768 59.392252464430506)"
"POINT(16.43956490947802 59.39258032338533)"
"POINT(16.45221372317849 59.39022538964694)"
"POINT(16.44685172446239 59.3937831645854)"
"POINT(16.446565603326828 59.393622053403384)"
"POINT(16.443977691971607 59.39141073261184)"
"POINT(15.134202822057025 59.25712700102554)"
"POINT(15.143125447984154 59.254218201841354)"
"POINT(15.1302637989095 59.25485183706997)"
"POINT(15.136100355172601 59.257189467658556)"
"POINT(15.126034804112777 59.24810789736421)"
"POINT(15.126076210696988 59.25589082911958)"
"POINT(15.148187364895804 59.252903537465954)"
"POINT(15.135559561650863 59.25387477155943)"
"POINT(15.147195359752128 59.25551261325922)"
"POINT(15.123127762540573 59.25360175202029)"
"POINT(15.137502765597283 59.25433402577576)"
"POINT(15.13463799977047 59.25815919398993)"
"POINT(15.147944861465088 59.25925589545028)"
"POINT(15.135775904156011 59.25036489051975)"
